Fecha;HORA;PAB01_PTR_I02_PV;Presion;timestamp;tspan
04/10/2022;3:50:00;5.86325;0.574988406125;2022-10-04 03:50:00;55.66666666666666
04/10/2022;4:00:00;5.86087;0.574755007855;2022-10-04 04:00:00;56.0
04/10/2022;4:10:00;5.85834;0.57450689961;2022-10-04 04:10:00;56.333333333333336
04/10/2022;4:20:00;5.84503;0.5732016344950001;2022-10-04 04:20:00;56.66666666666666
04/10/2022;4:30:00;5.83485;0.5722033175250001;2022-10-04 04:30:00;57.0
04/10/2022;4:40:00;5.84047;0.572754451255;2022-10-04 04:40:00;57.333333333333336
04/10/2022;4:50:00;5.83046;0.5717728055900001;2022-10-04 04:50:00;57.66666666666666
04/10/2022;5:00:00;5.81084;0.56984874086;2022-10-04 05:00:00;58.0
04/10/2022;5:10:00;5.81526;0.5702821947900001;2022-10-04 05:10:00;58.333333333333336
04/10/2022;5:20:00;5.45523;0.534975312795;2022-10-04 05:20:00;58.66666666666666
04/10/2022;5:30:00;4.76642;0.46742612693;2022-10-04 05:30:00;59.0
04/10/2022;5:40:00;4.36213;0.427778821645;2022-10-04 05:40:00;59.333333333333336
04/10/2022;5:50:00;4.10646;0.40270615959;2022-10-04 05:50:00;59.66666666666666
04/10/2022;6:00:00;3.96491;0.388824846515;2022-10-04 06:00:00;60.0
04/10/2022;6:10:00;3.89929;0.382389722785;2022-10-04 06:10:00;60.333333333333336
04/10/2022;6:20:00;3.86876;0.37939575254;2022-10-04 06:20:00;60.66666666666666
04/10/2022;6:30:00;3.87;0.379517355;2022-10-04 06:30:00;61.0
04/10/2022;6:40:00;3.86501;0.3790280031649999;2022-10-04 06:40:00;61.333333333333336
04/10/2022;6:50:00;3.80079;0.372730172535;2022-10-04 06:50:00;61.66666666666666
04/10/2022;7:00:00;3.75238;0.36798277327;2022-10-04 07:00:00;62.0
04/10/2022;7:10:00;3.72686;0.36548011619;2022-10-04 07:10:00;62.333333333333336
04/10/2022;7:20:00;3.6687;0.35977656855;2022-10-04 07:20:00;62.66666666666666
04/10/2022;7:30:00;3.60784;0.35380824136;2022-10-04 07:30:00;63.0
04/10/2022;7:40:00;3.56188;0.34930110502;2022-10-04 07:40:00;63.333333333333336
04/10/2022;7:50:00;3.5179;0.34498814035;2022-10-04 07:50:00;63.66666666666666
04/10/2022;8:00:00;3.48887;0.342141269855;2022-10-04 08:00:00;64.0
04/10/2022;8:10:00;3.45234;0.33855890061;2022-10-04 08:10:00;64.33333333333333
04/10/2022;8:20:00;3.50451;0.343675029915;2022-10-04 08:20:00;64.66666666666667
04/10/2022;8:30:00;3.60108;0.35314531182;2022-10-04 08:30:00;65.0
04/10/2022;8:40:00;3.68555;0.361428989075;2022-10-04 08:40:00;65.33333333333333
04/10/2022;8:50:00;3.74415;0.367175685975;2022-10-04 08:50:00;65.66666666666667
04/10/2022;9:00:00;3.7835;0.37103460275;2022-10-04 09:00:00;66.0
04/10/2022;9:10:00;3.80314;0.3729606288099999;2022-10-04 09:10:00;66.33333333333333
